date,Pettah,Dambulla,year,month,day,day_of_week
2021-10-11,125.0,78.0,2021,10,11,0
2021-10-12,125.0,78.0,2021,10,12,1
2021-10-13,130.0,78.0,2021,10,13,2
2021-10-14,130.0,115.0,2021,10,14,3
2021-10-15,125.0,85.0,2021,10,15,4
2021-10-16,125.0,85.0,2021,10,16,5
2021-10-17,125.0,85.0,2021,10,17,6
2021-10-18,110.0,85.0,2021,10,18,0
2021-10-19,110.0,85.0,2021,10,19,1
2021-10-20,110.0,85.0,2021,10,20,2
2021-10-21,110.0,85.0,2021,10,21,3
2021-10-22,110.0,85.0,2021,10,22,4
2021-10-23,110.0,85.0,2021,10,23,5
2021-10-24,110.0,85.0,2021,10,24,6
2021-10-25,110.0,85.0,2021,10,25,0
2021-10-26,110.0,85.0,2021,10,26,1
2021-10-27,110.0,85.0,2021,10,27,2
2021-10-28,110.0,85.0,2021,10,28,3
2021-10-29,110.0,85.0,2021,10,29,4
2021-10-30,110.0,85.0,2021,10,30,5
2021-10-31,110.0,85.0,2021,10,31,6
2021-11-01,110.0,85.0,2021,11,1,0
2021-11-02,110.0,85.0,2021,11,2,1
2021-11-03,110.0,85.0,2021,11,3,2
2021-11-04,110.0,85.0,2021,11,4,3
2021-11-05,110.0,85.0,2021,11,5,4
2021-11-06,110.0,85.0,2021,11,6,5
2021-11-07,110.0,85.0,2021,11,7,6
2021-11-08,110.0,85.0,2021,11,8,0
2021-11-09,110.0,85.0,2021,11,9,1
2021-11-10,240.0,165.0,2021,11,10,2
2021-11-11,265.0,195.0,2021,11,11,3
2021-11-12,265.0,195.0,2021,11,12,4
2021-11-13,265.0,195.0,2021,11,13,5
2021-11-14,265.0,195.0,2021,11,14,6
2021-11-15,250.0,245.0,2021,11,15,0
2021-11-16,250.0,225.0,2021,11,16,1
2021-11-17,250.0,225.0,2021,11,17,2
2021-11-18,250.0,225.0,2021,11,18,3
2021-11-19,250.0,225.0,2021,11,19,4
2021-11-20,250.0,225.0,2021,11,20,5
2021-11-21,250.0,225.0,2021,11,21,6
2021-11-22,350.0,395.0,2021,11,22,0
2021-11-23,350.0,395.0,2021,11,23,1
2021-11-24,310.0,245.0,2021,11,24,2
2021-11-25,315.0,220.0,2021,11,25,3
2021-11-26,315.0,220.0,2021,11,26,4
2021-11-27,315.0,220.0,2021,11,27,5
2021-11-28,315.0,220.0,2021,11,28,6
2021-11-29,300.0,200.0,2021,11,29,0
2021-11-30,300.0,200.0,2021,11,30,1
2021-12-01,300.0,200.0,2021,12,1,2
2021-12-02,300.0,200.0,2021,12,2,3
2021-12-03,300.0,200.0,2021,12,3,4
2021-12-04,300.0,200.0,2021,12,4,5
2021-12-05,300.0,200.0,2021,12,5,6
2021-12-06,300.0,200.0,2021,12,6,0
2021-12-07,300.0,200.0,2021,12,7,1
2021-12-08,300.0,200.0,2021,12,8,2
2021-12-09,300.0,200.0,2021,12,9,3
2021-12-10,310.0,275.0,2021,12,10,4
2021-12-11,310.0,275.0,2021,12,11,5
2021-12-12,310.0,275.0,2021,12,12,6
2021-12-13,310.0,275.0,2021,12,13,0
2021-12-14,470.0,365.0,2021,12,14,1
2021-12-15,470.0,365.0,2021,12,15,2
2021-12-16,470.0,365.0,2021,12,16,3
2021-12-17,300.0,335.0,2021,12,17,4
2021-12-18,300.0,335.0,2021,12,18,5
2021-12-19,300.0,335.0,2021,12,19,6
2021-12-20,450.0,345.0,2021,12,20,0
2021-12-21,425.0,195.0,2021,12,21,1
2021-12-22,375.0,295.0,2021,12,22,2
2021-12-23,420.0,345.0,2021,12,23,3
2021-12-24,420.0,345.0,2021,12,24,4
2021-12-25,420.0,345.0,2021,12,25,5
2021-12-26,420.0,345.0,2021,12,26,6
2021-12-27,490.0,415.0,2021,12,27,0
2021-12-28,490.0,415.0,2021,12,28,1
2021-12-29,450.0,345.0,2021,12,29,2
2021-12-30,450.0,345.0,2021,12,30,3
2021-12-31,450.0,345.0,2021,12,31,4
2022-01-01,450.0,345.0,2022,1,1,5
2022-01-02,450.0,345.0,2022,1,2,6
2022-01-03,450.0,345.0,2022,1,3,0
2022-01-04,450.0,345.0,2022,1,4,1
2022-01-05,450.0,345.0,2022,1,5,2
2022-01-06,450.0,345.0,2022,1,6,3
2022-01-07,450.0,345.0,2022,1,7,4
2022-01-08,450.0,345.0,2022,1,8,5
2022-01-09,450.0,345.0,2022,1,9,6
2022-01-10,325.0,275.0,2022,1,10,0
2022-01-11,325.0,295.0,2022,1,11,1
2022-01-12,325.0,295.0,2022,1,12,2
2022-01-13,325.0,295.0,2022,1,13,3
2022-01-14,325.0,295.0,2022,1,14,4
2022-01-15,325.0,295.0,2022,1,15,5
2022-01-16,325.0,295.0,2022,1,16,6
2022-01-17,325.0,295.0,2022,1,17,0
2022-01-18,325.0,295.0,2022,1,18,1
2022-01-19,350.0,325.0,2022,1,19,2
2022-01-20,400.0,315.0,2022,1,20,3
2022-01-21,410.0,295.0,2022,1,21,4
2022-01-22,410.0,295.0,2022,1,22,5
2022-01-23,410.0,295.0,2022,1,23,6
2022-01-24,410.0,295.0,2022,1,24,0
2022-01-25,430.0,275.0,2022,1,25,1
2022-01-26,430.0,275.0,2022,1,26,2
2022-01-27,430.0,275.0,2022,1,27,3
2022-01-28,415.0,325.0,2022,1,28,4
2022-01-29,415.0,325.0,2022,1,29,5
2022-01-30,415.0,325.0,2022,1,30,6
2022-01-31,415.0,325.0,2022,1,31,0
2022-02-01,415.0,325.0,2022,2,1,1
2022-02-02,415.0,325.0,2022,2,2,2
2022-02-03,415.0,325.0,2022,2,3,3
2022-02-04,415.0,325.0,2022,2,4,4
2022-02-05,415.0,325.0,2022,2,5,5
2022-02-06,415.0,325.0,2022,2,6,6
2022-02-07,415.0,325.0,2022,2,7,0
2022-02-08,415.0,325.0,2022,2,8,1
2022-02-09,415.0,325.0,2022,2,9,2
2022-02-10,415.0,325.0,2022,2,10,3
2022-02-11,480.0,425.0,2022,2,11,4
2022-02-12,480.0,425.0,2022,2,12,5
2022-02-13,480.0,425.0,2022,2,13,6
2022-02-14,480.0,425.0,2022,2,14,0
2022-02-15,480.0,395.0,2022,2,15,1
2022-02-16,480.0,395.0,2022,2,16,2
2022-02-17,480.0,395.0,2022,2,17,3
2022-02-18,480.0,395.0,2022,2,18,4
2022-02-19,480.0,395.0,2022,2,19,5
2022-02-20,480.0,395.0,2022,2,20,6
2022-02-21,450.0,335.0,2022,2,21,0
2022-02-22,400.0,340.0,2022,2,22,1
2022-02-23,400.0,340.0,2022,2,23,2
2022-02-24,400.0,340.0,2022,2,24,3
2022-02-25,380.0,245.0,2022,2,25,4
2022-02-26,380.0,245.0,2022,2,26,5
2022-02-27,380.0,245.0,2022,2,27,6
2022-02-28,350.0,345.0,2022,2,28,0
2022-03-01,350.0,345.0,2022,3,1,1
2022-03-02,350.0,345.0,2022,3,2,2
2022-03-03,350.0,345.0,2022,3,3,3
2022-03-04,350.0,345.0,2022,3,4,4
2022-03-05,350.0,345.0,2022,3,5,5
2022-03-06,350.0,345.0,2022,3,6,6
2022-03-07,350.0,345.0,2022,3,7,0
2022-03-08,350.0,345.0,2022,3,8,1
2022-03-09,350.0,345.0,2022,3,9,2
2022-03-10,280.0,215.0,2022,3,10,3
2022-03-11,280.0,205.0,2022,3,11,4
2022-03-12,280.0,205.0,2022,3,12,5
2022-03-13,280.0,205.0,2022,3,13,6
2022-03-14,300.0,245.0,2022,3,14,0
2022-03-15,300.0,245.0,2022,3,15,1
2022-03-16,300.0,245.0,2022,3,16,2
2022-03-17,300.0,245.0,2022,3,17,3
2022-03-18,300.0,245.0,2022,3,18,4
2022-03-19,300.0,245.0,2022,3,19,5
2022-03-20,300.0,245.0,2022,3,20,6
2022-03-21,300.0,245.0,2022,3,21,0
2022-03-22,300.0,245.0,2022,3,22,1
2022-03-23,300.0,245.0,2022,3,23,2
2022-03-24,300.0,245.0,2022,3,24,3
2022-03-25,200.0,135.0,2022,3,25,4
2022-03-26,200.0,135.0,2022,3,26,5
2022-03-27,200.0,135.0,2022,3,27,6
2022-03-28,200.0,135.0,2022,3,28,0
2022-03-29,180.0,155.0,2022,3,29,1
2022-03-30,180.0,115.0,2022,3,30,2
2022-03-31,180.0,115.0,2022,3,31,3
2022-04-01,180.0,115.0,2022,4,1,4
2022-04-02,180.0,115.0,2022,4,2,5
2022-04-03,180.0,115.0,2022,4,3,6
2022-04-04,180.0,115.0,2022,4,4,0
2022-04-05,180.0,115.0,2022,4,5,1
2022-04-06,180.0,115.0,2022,4,6,2
2022-04-07,180.0,115.0,2022,4,7,3
2022-04-08,180.0,115.0,2022,4,8,4
2022-04-09,180.0,115.0,2022,4,9,5
2022-04-10,180.0,115.0,2022,4,10,6
2022-04-11,180.0,115.0,2022,4,11,0
2022-04-12,150.0,125.0,2022,4,12,1
2022-04-13,150.0,125.0,2022,4,13,2
2022-04-14,150.0,125.0,2022,4,14,3
2022-04-15,150.0,125.0,2022,4,15,4
2022-04-16,150.0,125.0,2022,4,16,5
2022-04-17,150.0,125.0,2022,4,17,6
2022-04-18,150.0,125.0,2022,4,18,0
2022-04-19,140.0,95.0,2022,4,19,1
2022-04-20,140.0,95.0,2022,4,20,2
2022-04-21,140.0,95.0,2022,4,21,3
2022-04-22,140.0,95.0,2022,4,22,4
2022-04-23,140.0,95.0,2022,4,23,5
2022-04-24,140.0,95.0,2022,4,24,6
2022-04-25,140.0,115.0,2022,4,25,0
2022-04-26,140.0,115.0,2022,4,26,1
2022-04-27,140.0,115.0,2022,4,27,2
2022-04-28,140.0,115.0,2022,4,28,3
2022-04-29,140.0,115.0,2022,4,29,4
2022-04-30,140.0,115.0,2022,4,30,5
2022-05-01,140.0,115.0,2022,5,1,6
2022-05-02,140.0,115.0,2022,5,2,0
2022-05-03,140.0,115.0,2022,5,3,1
2022-05-04,140.0,115.0,2022,5,4,2
2022-05-05,140.0,115.0,2022,5,5,3
2022-05-06,140.0,115.0,2022,5,6,4
2022-05-07,140.0,115.0,2022,5,7,5
2022-05-08,140.0,115.0,2022,5,8,6
2022-05-09,140.0,115.0,2022,5,9,0
2022-05-10,140.0,115.0,2022,5,10,1
2022-05-11,140.0,115.0,2022,5,11,2
2022-05-12,400.0,155.0,2022,5,12,3
2022-05-13,400.0,155.0,2022,5,13,4
2022-05-14,400.0,155.0,2022,5,14,5
2022-05-15,400.0,155.0,2022,5,15,6
2022-05-16,400.0,155.0,2022,5,16,0
2022-05-17,250.0,135.0,2022,5,17,1
2022-05-18,250.0,135.0,2022,5,18,2
2022-05-19,250.0,135.0,2022,5,19,3
2022-05-20,300.0,245.0,2022,5,20,4
2022-05-21,300.0,245.0,2022,5,21,5
2022-05-22,300.0,245.0,2022,5,22,6
2022-05-23,350.0,245.0,2022,5,23,0
2022-05-24,335.0,295.0,2022,5,24,1
2022-05-25,300.0,245.0,2022,5,25,2
2022-05-26,300.0,265.0,2022,5,26,3
2022-05-27,300.0,265.0,2022,5,27,4
2022-05-28,300.0,265.0,2022,5,28,5
2022-05-29,300.0,265.0,2022,5,29,6
2022-05-30,350.0,305.0,2022,5,30,0
2022-05-31,350.0,305.0,2022,5,31,1
2022-06-01,350.0,305.0,2022,6,1,2
2022-06-02,350.0,305.0,2022,6,2,3
2022-06-03,350.0,305.0,2022,6,3,4
2022-06-04,350.0,305.0,2022,6,4,5
2022-06-05,350.0,305.0,2022,6,5,6
2022-06-06,350.0,305.0,2022,6,6,0
2022-06-07,350.0,305.0,2022,6,7,1
2022-06-08,350.0,305.0,2022,6,8,2
2022-06-09,350.0,305.0,2022,6,9,3
2022-06-10,350.0,265.0,2022,6,10,4
2022-06-11,350.0,265.0,2022,6,11,5
2022-06-12,350.0,265.0,2022,6,12,6
2022-06-13,350.0,315.0,2022,6,13,0
2022-06-14,350.0,315.0,2022,6,14,1
2022-06-15,350.0,315.0,2022,6,15,2
2022-06-16,350.0,315.0,2022,6,16,3
2022-06-17,340.0,260.0,2022,6,17,4
2022-06-18,340.0,260.0,2022,6,18,5
2022-06-19,340.0,260.0,2022,6,19,6
2022-06-20,320.0,278.0,2022,6,20,0
2022-06-21,320.0,245.0,2022,6,21,1
2022-06-22,320.0,245.0,2022,6,22,2
2022-06-23,280.0,225.0,2022,6,23,3
2022-06-24,280.0,225.0,2022,6,24,4
2022-06-25,280.0,225.0,2022,6,25,5
2022-06-26,280.0,225.0,2022,6,26,6
2022-06-27,280.0,205.0,2022,6,27,0
2022-06-28,280.0,205.0,2022,6,28,1
2022-06-29,280.0,205.0,2022,6,29,2
2022-06-30,300.0,190.0,2022,6,30,3
2022-07-01,300.0,190.0,2022,7,1,4
2022-07-02,300.0,190.0,2022,7,2,5
2022-07-03,300.0,190.0,2022,7,3,6
2022-07-04,300.0,190.0,2022,7,4,0
2022-07-05,300.0,190.0,2022,7,5,1
2022-07-06,300.0,190.0,2022,7,6,2
2022-07-07,300.0,190.0,2022,7,7,3
2022-07-08,300.0,190.0,2022,7,8,4
2022-07-09,300.0,190.0,2022,7,9,5
2022-07-10,300.0,190.0,2022,7,10,6
2022-07-11,320.0,275.0,2022,7,11,0
2022-07-12,320.0,275.0,2022,7,12,1
2022-07-13,320.0,275.0,2022,7,13,2
2022-07-14,350.0,265.0,2022,7,14,3
2022-07-15,300.0,245.0,2022,7,15,4
2022-07-16,300.0,245.0,2022,7,16,5
2022-07-17,300.0,245.0,2022,7,17,6
2022-07-18,300.0,245.0,2022,7,18,0
2022-07-19,250.0,225.0,2022,7,19,1
2022-07-20,300.0,215.0,2022,7,20,2
2022-07-21,300.0,215.0,2022,7,21,3
2022-07-22,250.0,255.0,2022,7,22,4
2022-07-23,250.0,255.0,2022,7,23,5
2022-07-24,250.0,255.0,2022,7,24,6
2022-07-25,250.0,255.0,2022,7,25,0
2022-07-26,250.0,255.0,2022,7,26,1
2022-07-27,250.0,255.0,2022,7,27,2
2022-07-28,250.0,255.0,2022,7,28,3
2022-07-29,300.0,215.0,2022,7,29,4
2022-07-30,300.0,215.0,2022,7,30,5
2022-07-31,300.0,215.0,2022,7,31,6
2022-08-01,300.0,215.0,2022,8,1,0
2022-08-02,300.0,215.0,2022,8,2,1
2022-08-03,300.0,215.0,2022,8,3,2
2022-08-04,300.0,215.0,2022,8,4,3
2022-08-05,300.0,215.0,2022,8,5,4
2022-08-06,300.0,215.0,2022,8,6,5
2022-08-07,300.0,215.0,2022,8,7,6
2022-08-08,300.0,215.0,2022,8,8,0
2022-08-09,300.0,215.0,2022,8,9,1
2022-08-10,300.0,215.0,2022,8,10,2
2022-08-11,300.0,215.0,2022,8,11,3
2022-08-12,300.0,215.0,2022,8,12,4
2022-08-13,300.0,215.0,2022,8,13,5
2022-08-14,300.0,215.0,2022,8,14,6
2022-08-15,400.0,295.0,2022,8,15,0
2022-08-16,400.0,295.0,2022,8,16,1
2022-08-17,400.0,280.0,2022,8,17,2
2022-08-18,400.0,280.0,2022,8,18,3
2022-08-19,400.0,280.0,2022,8,19,4
2022-08-20,400.0,280.0,2022,8,20,5
2022-08-21,400.0,280.0,2022,8,21,6
2022-08-22,300.0,245.0,2022,8,22,0
2022-08-23,300.0,245.0,2022,8,23,1
2022-08-24,350.0,268.0,2022,8,24,2
2022-08-25,350.0,268.0,2022,8,25,3
2022-08-26,350.0,268.0,2022,8,26,4
2022-08-27,350.0,268.0,2022,8,27,5
2022-08-28,350.0,268.0,2022,8,28,6
2022-08-29,350.0,268.0,2022,8,29,0
2022-08-30,350.0,268.0,2022,8,30,1
2022-08-31,350.0,245.0,2022,8,31,2
2022-09-01,350.0,245.0,2022,9,1,3
2022-09-02,350.0,245.0,2022,9,2,4
2022-09-03,350.0,245.0,2022,9,3,5
2022-09-04,350.0,245.0,2022,9,4,6
2022-09-05,350.0,245.0,2022,9,5,0
2022-09-06,350.0,245.0,2022,9,6,1
2022-09-07,350.0,245.0,2022,9,7,2
2022-09-08,350.0,245.0,2022,9,8,3
2022-09-09,350.0,245.0,2022,9,9,4
2022-09-10,350.0,245.0,2022,9,10,5
2022-09-11,350.0,245.0,2022,9,11,6
2022-09-12,350.0,255.0,2022,9,12,0
2022-09-13,380.0,315.0,2022,9,13,1
2022-09-14,380.0,315.0,2022,9,14,2
2022-09-15,380.0,315.0,2022,9,15,3
2022-09-16,380.0,315.0,2022,9,16,4
2022-09-17,380.0,315.0,2022,9,17,5
2022-09-18,380.0,315.0,2022,9,18,6
2022-09-19,380.0,315.0,2022,9,19,0
2022-09-20,380.0,315.0,2022,9,20,1
2022-09-21,380.0,315.0,2022,9,21,2
2022-09-22,350.0,315.0,2022,9,22,3
2022-09-23,320.0,310.0,2022,9,23,4
2022-09-24,320.0,310.0,2022,9,24,5
2022-09-25,320.0,310.0,2022,9,25,6
2022-09-26,320.0,310.0,2022,9,26,0
2022-09-27,320.0,310.0,2022,9,27,1
2022-09-28,350.0,275.0,2022,9,28,2
2022-09-29,350.0,275.0,2022,9,29,3
2022-09-30,380.0,315.0,2022,9,30,4
2022-10-01,380.0,315.0,2022,10,1,5
2022-10-02,380.0,315.0,2022,10,2,6
2022-10-03,400.0,290.0,2022,10,3,0
2022-10-04,400.0,315.0,2022,10,4,1
2022-10-05,400.0,295.0,2022,10,5,2
2022-10-06,360.0,245.0,2022,10,6,3
2022-10-07,360.0,245.0,2022,10,7,4
2022-10-08,360.0,245.0,2022,10,8,5
2022-10-09,360.0,245.0,2022,10,9,6
2022-10-10,360.0,245.0,2022,10,10,0
2022-10-11,350.0,270.0,2022,10,11,1
2022-10-12,350.0,270.0,2022,10,12,2
2022-10-13,350.0,270.0,2022,10,13,3
2022-10-14,300.0,225.0,2022,10,14,4
2022-10-15,300.0,225.0,2022,10,15,5
2022-10-16,300.0,225.0,2022,10,16,6
2022-10-17,350.0,215.0,2022,10,17,0
2022-10-18,350.0,255.0,2022,10,18,1
2022-10-19,350.0,265.0,2022,10,19,2
2022-10-20,350.0,295.0,2022,10,20,3
2022-10-21,350.0,265.0,2022,10,21,4
2022-10-22,350.0,265.0,2022,10,22,5
2022-10-23,350.0,265.0,2022,10,23,6
2022-10-24,350.0,265.0,2022,10,24,0
2022-10-25,350.0,265.0,2022,10,25,1
2022-10-26,350.0,305.0,2022,10,26,2
2022-10-27,350.0,305.0,2022,10,27,3
2022-10-28,350.0,305.0,2022,10,28,4
2022-10-29,350.0,305.0,2022,10,29,5
2022-10-30,350.0,305.0,2022,10,30,6
2022-10-31,350.0,305.0,2022,10,31,0
2022-11-01,400.0,290.0,2022,11,1,1
2022-11-02,400.0,290.0,2022,11,2,2
2022-11-03,350.0,295.0,2022,11,3,3
2022-11-04,350.0,303.0,2022,11,4,4
2022-11-05,350.0,303.0,2022,11,5,5
2022-11-06,350.0,303.0,2022,11,6,6
2022-11-07,350.0,303.0,2022,11,7,0
2022-11-08,350.0,303.0,2022,11,8,1
2022-11-09,350.0,303.0,2022,11,9,2
2022-11-10,400.0,320.0,2022,11,10,3
2022-11-11,420.0,320.0,2022,11,11,4
2022-11-12,420.0,320.0,2022,11,12,5
2022-11-13,420.0,320.0,2022,11,13,6
2022-11-14,420.0,320.0,2022,11,14,0
2022-11-15,450.0,310.0,2022,11,15,1
2022-11-16,450.0,340.0,2022,11,16,2
2022-11-17,450.0,390.0,2022,11,17,3
2022-11-18,450.0,390.0,2022,11,18,4
2022-11-19,450.0,390.0,2022,11,19,5
2022-11-20,450.0,390.0,2022,11,20,6
2022-11-21,450.0,390.0,2022,11,21,0
2022-11-22,450.0,390.0,2022,11,22,1
2022-11-23,450.0,370.0,2022,11,23,2
2022-11-24,450.0,370.0,2022,11,24,3
2022-11-25,450.0,370.0,2022,11,25,4
2022-11-26,450.0,370.0,2022,11,26,5
2022-11-27,450.0,370.0,2022,11,27,6
2022-11-28,450.0,370.0,2022,11,28,0
2022-11-29,400.0,320.0,2022,11,29,1
2022-11-30,350.0,335.0,2022,11,30,2
2022-12-01,400.0,355.0,2022,12,1,3
2022-12-02,400.0,365.0,2022,12,2,4
2022-12-03,400.0,365.0,2022,12,3,5
2022-12-04,400.0,365.0,2022,12,4,6
2022-12-05,350.0,275.0,2022,12,5,0
2022-12-06,350.0,275.0,2022,12,6,1
2022-12-07,350.0,275.0,2022,12,7,2
2022-12-08,350.0,275.0,2022,12,8,3
2022-12-09,350.0,240.0,2022,12,9,4
2022-12-10,350.0,240.0,2022,12,10,5
2022-12-11,350.0,240.0,2022,12,11,6
2022-12-12,350.0,240.0,2022,12,12,0
2022-12-13,350.0,270.0,2022,12,13,1
2022-12-14,350.0,270.0,2022,12,14,2
2022-12-15,350.0,270.0,2022,12,15,3
2022-12-16,350.0,270.0,2022,12,16,4
2022-12-17,350.0,270.0,2022,12,17,5
2022-12-18,350.0,270.0,2022,12,18,6
2022-12-19,350.0,270.0,2022,12,19,0
2022-12-20,350.0,270.0,2022,12,20,1
2022-12-21,350.0,270.0,2022,12,21,2
2022-12-22,350.0,270.0,2022,12,22,3
2022-12-23,350.0,270.0,2022,12,23,4
2022-12-24,350.0,270.0,2022,12,24,5
2022-12-25,350.0,270.0,2022,12,25,6
2022-12-26,350.0,270.0,2022,12,26,0
2022-12-27,350.0,270.0,2022,12,27,1
2022-12-28,350.0,270.0,2022,12,28,2
2022-12-29,260.0,240.0,2022,12,29,3
2022-12-30,260.0,240.0,2022,12,30,4
2022-12-31,260.0,240.0,2022,12,31,5
2023-01-01,260.0,240.0,2023,1,1,6
2023-01-02,260.0,240.0,2023,1,2,0
2023-01-03,260.0,240.0,2023,1,3,1
2023-01-04,260.0,195.0,2023,1,4,2
2023-01-05,260.0,170.0,2023,1,5,3
2023-01-06,260.0,170.0,2023,1,6,4
2023-01-07,260.0,170.0,2023,1,7,5
2023-01-08,260.0,170.0,2023,1,8,6
2023-01-09,260.0,170.0,2023,1,9,0
2023-01-10,260.0,170.0,2023,1,10,1
2023-01-11,220.0,140.0,2023,1,11,2
2023-01-12,250.0,170.0,2023,1,12,3
2023-01-13,250.0,180.0,2023,1,13,4
2023-01-14,250.0,180.0,2023,1,14,5
2023-01-15,250.0,180.0,2023,1,15,6
2023-01-16,250.0,180.0,2023,1,16,0
2023-01-17,200.0,125.0,2023,1,17,1
2023-01-18,200.0,190.0,2023,1,18,2
2023-01-19,200.0,120.0,2023,1,19,3
2023-01-20,200.0,130.0,2023,1,20,4
2023-01-21,200.0,130.0,2023,1,21,5
2023-01-22,200.0,130.0,2023,1,22,6
2023-01-23,200.0,125.0,2023,1,23,0
2023-01-24,200.0,130.0,2023,1,24,1
2023-01-25,200.0,100.0,2023,1,25,2
2023-01-26,200.0,100.0,2023,1,26,3
2023-01-27,200.0,105.0,2023,1,27,4
2023-01-28,200.0,105.0,2023,1,28,5
2023-01-29,200.0,105.0,2023,1,29,6
2023-01-30,200.0,125.0,2023,1,30,0
2023-01-31,200.0,115.0,2023,1,31,1
2023-02-01,160.0,95.0,2023,2,1,2
2023-02-02,160.0,120.0,2023,2,2,3
2023-02-03,160.0,120.0,2023,2,3,4
2023-02-04,160.0,120.0,2023,2,4,5
2023-02-05,160.0,120.0,2023,2,5,6
2023-02-06,180.0,125.0,2023,2,6,0
2023-02-07,160.0,95.0,2023,2,7,1
2023-02-08,160.0,125.0,2023,2,8,2
2023-02-09,160.0,125.0,2023,2,9,3
2023-02-10,140.0,110.0,2023,2,10,4
2023-02-11,140.0,110.0,2023,2,11,5
2023-02-12,140.0,110.0,2023,2,12,6
2023-02-13,160.0,100.0,2023,2,13,0
2023-02-14,160.0,110.0,2023,2,14,1
2023-02-15,160.0,110.0,2023,2,15,2
2023-02-16,180.0,120.0,2023,2,16,3
2023-02-17,180.0,120.0,2023,2,17,4
2023-02-18,180.0,120.0,2023,2,18,5
2023-02-19,180.0,120.0,2023,2,19,6
2023-02-20,160.0,135.0,2023,2,20,0
2023-02-21,160.0,140.0,2023,2,21,1
2023-02-22,180.0,145.0,2023,2,22,2
2023-02-23,180.0,145.0,2023,2,23,3
2023-02-24,140.0,125.0,2023,2,24,4
2023-02-25,140.0,125.0,2023,2,25,5
2023-02-26,140.0,125.0,2023,2,26,6
2023-02-27,160.0,100.0,2023,2,27,0
2023-02-28,160.0,75.0,2023,2,28,1
2023-03-01,160.0,95.0,2023,3,1,2
2023-03-02,160.0,120.0,2023,3,2,3
2023-03-03,160.0,95.0,2023,3,3,4
2023-03-04,160.0,95.0,2023,3,4,5
2023-03-05,160.0,95.0,2023,3,5,6
2023-03-06,160.0,95.0,2023,3,6,0
2023-03-07,160.0,115.0,2023,3,7,1
2023-03-08,160.0,135.0,2023,3,8,2
2023-03-09,160.0,135.0,2023,3,9,3
2023-03-10,140.0,100.0,2023,3,10,4
2023-03-11,140.0,100.0,2023,3,11,5
2023-03-12,140.0,100.0,2023,3,12,6
2023-03-13,140.0,100.0,2023,3,13,0
2023-03-14,140.0,65.0,2023,3,14,1
2023-03-15,140.0,85.0,2023,3,15,2
2023-03-16,140.0,95.0,2023,3,16,3
2023-03-17,140.0,100.0,2023,3,17,4
2023-03-18,140.0,100.0,2023,3,18,5
2023-03-19,140.0,100.0,2023,3,19,6
2023-03-20,140.0,95.0,2023,3,20,0
2023-03-21,140.0,95.0,2023,3,21,1
2023-03-22,140.0,85.0,2023,3,22,2
2023-03-23,140.0,75.0,2023,3,23,3
2023-03-24,120.0,85.0,2023,3,24,4
2023-03-25,120.0,85.0,2023,3,25,5
2023-03-26,120.0,85.0,2023,3,26,6
2023-03-27,140.0,100.0,2023,3,27,0
2023-03-28,140.0,100.0,2023,3,28,1
2023-03-29,140.0,100.0,2023,3,29,2
2023-03-30,160.0,110.0,2023,3,30,3
2023-03-31,160.0,115.0,2023,3,31,4
2023-04-01,160.0,115.0,2023,4,1,5
2023-04-02,160.0,115.0,2023,4,2,6
2023-04-03,140.0,95.0,2023,4,3,0
2023-04-04,140.0,95.0,2023,4,4,1
2023-04-05,140.0,95.0,2023,4,5,2
2023-04-06,140.0,100.0,2023,4,6,3
2023-04-07,140.0,100.0,2023,4,7,4
2023-04-08,140.0,100.0,2023,4,8,5
2023-04-09,140.0,100.0,2023,4,9,6
2023-04-10,150.0,100.0,2023,4,10,0
2023-04-11,150.0,110.0,2023,4,11,1
2023-04-12,150.0,110.0,2023,4,12,2
2023-04-13,150.0,110.0,2023,4,13,3
2023-04-14,150.0,110.0,2023,4,14,4
2023-04-15,150.0,110.0,2023,4,15,5
2023-04-16,150.0,110.0,2023,4,16,6
2023-04-17,150.0,110.0,2023,4,17,0
2023-04-18,230.0,128.0,2023,4,18,1
2023-04-19,200.0,145.0,2023,4,19,2
2023-04-20,200.0,125.0,2023,4,20,3
2023-04-21,200.0,135.0,2023,4,21,4
2023-04-22,200.0,135.0,2023,4,22,5
2023-04-23,200.0,135.0,2023,4,23,6
2023-04-24,180.0,110.0,2023,4,24,0
2023-04-25,180.0,140.0,2023,4,25,1
2023-04-26,150.0,145.0,2023,4,26,2
2023-04-27,150.0,110.0,2023,4,27,3
2023-04-28,150.0,110.0,2023,4,28,4
2023-04-29,150.0,110.0,2023,4,29,5
2023-04-30,150.0,110.0,2023,4,30,6
2023-05-01,150.0,110.0,2023,5,1,0
2023-05-02,160.0,105.0,2023,5,2,1
2023-05-03,160.0,105.0,2023,5,3,2
2023-05-04,160.0,125.0,2023,5,4,3
2023-05-05,160.0,125.0,2023,5,5,4
2023-05-06,160.0,125.0,2023,5,6,5
2023-05-07,160.0,125.0,2023,5,7,6
2023-05-08,180.0,105.0,2023,5,8,0
2023-05-09,200.0,135.0,2023,5,9,1
2023-05-10,200.0,150.0,2023,5,10,2
2023-05-11,180.0,135.0,2023,5,11,3
2023-05-12,180.0,140.0,2023,5,12,4
2023-05-13,180.0,140.0,2023,5,13,5
2023-05-14,180.0,140.0,2023,5,14,6
2023-05-15,240.0,205.0,2023,5,15,0
